ti:223992232,1,747,chr8,38276202,38276935,15,4,95.989,718,748,747,0.0
ti:225192510,1,604,chr9,94554001,94554599,8,3,97.848,591,604,604,0.0
ti:224116998,9,852,chr10,42398662,42399507,90,5,88.457,751,849,853,0.0
ti:224152854,1,802,chr11,35933011,35932213,15,2,97.756,784,802,802,0.0
ti:224027127,1,719,chr6,130320538,130321242,21,2,94.053,680,723,719,0.0
ti:224182009,1,603,chr4,16595987,16595387,9,2,97.521,590,605,603,0.0
ti:224005771,3,720,chr18,48457537,48456820,8,0,98.886,710,718,720,0.0
ti:223901897,1,775,chr15,39927875,39928649,9,2,98.582,765,776,775,0.0
ti:223947354,1,694,chr4,69095852,69095158,6,1,98.993,688,695,694,0.0
ti:223907957,1,734,chr8,30049136,30049870,8,1,98.776,726,735,734,0.0
ti:223880927,1,718,chr7,148874811,148875526,20,1,96.936,696,718,718,0.0
ti:224202659,1,732,chr6,141936499,141935767,9,1,98.636,723,733,732,0.0
ti:223884276,1,363,chr8,99587716,99588082,12,5,95.109,350,368,363,5.99e-158
ti:223970427,1,650,chr9,83583596,83582948,17,1,97.231,632,650,650,0.0
ti:225140066,21,408,chr7,90598308,90598695,2,0,99.485,386,388,408,0.0
ti:223861103,1,335,chr11,125979105,125978771,13,2,95.536,321,336,335,9.08e-147
ti:223875575,6,431,chr7,32261617,32261192,10,2,97.190,415,427,431,0.0
ti:225215407,1,655,chr12,96200729,96200075,12,2,97.866,642,656,655,0.0
ti:223942360,1,315,chr17,18653472,18653786,11,0,96.508,304,315,315,1.59e-142
ti:223820034,1,439,chr5,154246644,154246204,9,2,97.506,430,441,439,0.0
ti:225159328,1,812,chr2,103628563,103627756,11,1,98.153,797,812,813,0.0
ti:224087554,1,759,chr8,9599233,9599987,23,4,96.184,731,760,759,0.0
ti:224159225,31,715,chr3,53003948,53003264,9,0,98.686,676,685,715,0.0
ti:223823141,1,822,chr5,60362377,60363202,17,4,97.458,805,826,822,0.0
ti:225181083,20,557,chr10,42399022,42398485,53,2,89.796,484,539,557,0.0
ti:225167015,1,761,chr8,64904131,64904891,12,4,97.903,747,763,761,0.0
ti:225198333,1,715,chr17,12907973,12908688,6,1,99.022,709,716,715,0.0
ti:223827563,1,641,chr3,51796351,51796992,7,1,98.754,634,642,641,0.0
ti:223832681,20,719,chr8,139281693,139280993,17,1,97.432,683,701,719,0.0
ti:223919582,1,695,chr15,85926103,85926790,18,5,95.000,665,700,695,0.0
ti:224174009,19,657,chr2,20749761,20749123,12,2,97.812,626,640,657,0.0
ti:224314515,198,439,chr2,115592903,115592681,51,17,71.074,172,242,583,7.97e-11
ti:224106031,1,834,chr8,16861959,16861125,18,3,97.488,815,836,834,0.0
ti:225153284,1,513,chr14,92704016,92704528,21,0,95.906,492,513,513,0.0
ti:223946671,1,747,chr2,149508628,149507881,17,1,97.594,730,748,747,0.0
ti:225206987,12,576,chr15,86602043,86602608,10,1,98.057,555,566,576,0.0
ti:224099932,1,582,chrX,74007228,74006638,17,4,94.941,563,593,582,0.0
ti:223889617,2,525,chr6,1412433,1412958,7,1,98.289,517,526,525,0.0
ti:223953429,1,278,chr2,191470201,191470478,3,0,98.921,275,278,278,1.66e-133
ti:225201349,2,273,chr7,44734459,44734730,4,0,98.529,268,272,273,3.06e-129
ti:225182882,10,710,chr21,28785484,28784782,17,4,95.628,678,709,710,0.0
ti:224320064,60,590,chr18,76035901,76036425,147,25,65.876,361,548,703,8.29e-12
ti:224159358,29,683,chr10,42398302,42398956,81,2,87.348,573,656,683,0.0
ti:223839729,1,561,chr3,107832975,107833534,9,1,98.217,551,561,561,0.0
ti:224061946,1,802,chrX,111904647,111903846,5,0,99.377,797,802,802,0.0
ti:223962904,20,695,chr17,6596699,6597377,9,4,97.941,666,680,697,0.0
ti:224328850,1,644,chr11,26793315,26792672,9,0,98.602,635,644,644,0.0
ti:224055475,1,672,chr6,71546925,71547602,12,3,97.345,660,678,672,0.0
ti:223835642,11,785,chr10,42399034,42398259,76,3,89.833,698,777,785,0.0
ti:223986930,13,545,chrX,13677381,13677916,7,2,97.765,525,537,545,0.0
ti:223841316,2,717,chr2,210065860,210066576,10,1,98.466,706,717,717,0.0
ti:224096459,10,488,chr9,106373146,106373625,18,1,96.042,461,480,488,0.0
ti:223962086,16,679,chr16,80810772,80810108,15,3,97.297,648,666,679,0.0
ti:223959275,2,802,chr2,39700120,39699322,18,2,97.257,780,802,802,0.0
ti:225145226,1,397,chr6,107606015,107606415,1,2,98.753,396,401,397,0.0
ti:223869701,1,603,chr6,160267835,160268437,8,0,98.673,595,603,603,0.0
ti:224185529,21,663,chr15,54463116,54463758,5,0,99.222,638,643,663,0.0
ti:223856523,2,750,chr21,37828257,37827508,23,1,96.800,726,750,750,0.0
ti:224026291,1,830,chr10,17529541,17528712,38,0,95.422,792,830,830,0.0
ti:224172106,1,500,chr20,49793557,49794072,16,6,93.798,484,516,500,0.0
ti:225208834,11,660,chr4,151811675,151811026,8,0,98.769,642,650,660,0.0
ti:223988242,1,753,chr18,12363590,12362839,13,1,98.141,739,753,753,0.0
ti:224152655,4,770,chrX,115124785,115124018,11,1,98.438,756,768,770,0.0
ti:223971910,5,838,chr4,178348367,178347533,14,1,98.204,820,835,838,0.0
ti:224132066,1,580,chr7,6406604,6407181,17,4,96.386,560,581,580,0.0
ti:223936910,1,604,chr10,59992607,59993212,12,2,97.364,591,607,604,0.0
ti:223835714,1,527,chr13,71813456,71813980,9,2,97.164,514,529,527,0.0
ti:223993961,1,651,chr1,192482402,192483108,16,8,89.281,633,709,651,0.0
ti:224131439,1,680,chr6,56407015,56407701,9,3,96.812,668,690,703,0.0
ti:224130436,5,829,chr3,131305840,131305010,11,3,97.954,814,831,829,0.0
ti:224321670,27,682,chr1,180067513,180068168,5,0,99.238,651,656,682,0.0
ti:224196484,18,691,chr4,13963575,13962892,9,4,94.101,654,695,691,0.0
ti:224059174,1,662,chr22,16412652,16411993,16,3,96.983,643,663,662,0.0
ti:223991061,1,850,chr4,149924595,149923746,16,2,97.885,833,851,850,0.0
ti:223998586,1,651,chr2,161270840,161271492,7,2,98.622,644,653,651,0.0
ti:223901480,1,670,chr11,12613205,12613877,14,3,97.474,656,673,670,0.0
ti:225172143,1,711,chr2,44914173,44913458,22,2,96.229,689,716,711,0.0
ti:223915845,1,726,chr3,2902518,2903246,18,3,97.119,708,729,726,0.0
ti:224329832,20,696,chr10,38337326,38338002,12,0,98.227,665,677,696,0.0
ti:223919434,1,564,chr2,138905673,138905109,6,3,98.060,556,567,564,0.0
ti:225138369,1,425,chr9,26897719,26897294,13,1,96.714,412,426,425,0.0
ti:223845712,1,684,chr5,127436644,127437327,8,0,98.830,676,684,684,0.0
ti:225186103,1,597,chr21,40396762,40397367,14,3,96.205,583,606,597,0.0
ti:223868589,6,816,chrUn_gl000214,34539,33728,23,3,96.802,787,813,816,0.0
ti:224053693,1,678,chr14,80560684,80561353,20,2,95.582,649,679,678,0.0
ti:223978373,1,471,chr3,13699672,13699182,14,6,93.075,457,491,471,0.0
ti:223838370,10,890,chr6,134984482,134983602,7,0,99.205,874,881,890,0.0
ti:224013385,9,879,chrX,137901086,137901958,17,3,97.597,853,874,879,0.0
