ti:1587925380,1,756,ref|NC_072405.1|,138751613,138750862,1,4,99.339,751,756,756,0.0
ti:1561017092,1,397,ref|NC_072406.1|,158867842,158867447,5,1,98.489,391,397,397,0.0
ti:1586304648,15,792,ref|NC_072405.1|,53177289,53178066,1,2,99.615,776,779,792,0.0
ti:1570026032,1,605,ref|NC_072405.1|,71999124,71998521,3,1,99.339,601,605,605,0.0
ti:1582629134,1,480,ref|NC_072406.1|,70979342,70978864,3,1,99.167,476,480,480,0.0
ti:1590738438,4,122,ref|NC_072405.1|,11258351,11258466,0,3,97.479,116,119,122,7.31e-47
ti:1585322518,1,785,ref|NC_072421.1|,129525048,129524268,4,4,98.981,777,785,785,0.0
ti:1564492267,13,776,ref|NC_072404.1|,37956972,37956207,4,1,99.217,760,766,776,0.0
ti:1590755331,5,100,ref|NC_072398.1|,15763293,15763198,1,0,98.958,95,96,100,1.67e-39
ti:1586720520,1,710,ref|NC_072421.1|,57880354,57879650,1,7,98.875,703,711,714,0.0
ti:1590711641,8,102,ref|NC_072418.1|,50809493,50809399,1,0,98.947,94,95,102,5.90e-39
ti:1560524708,1,176,ref|NC_072399.1|,3232667,3232493,2,1,98.295,173,176,176,1.05e-78
ti:1566821080,5,243,ref|NC_072417.1|,13624789,13624550,3,1,98.333,236,240,243,3.99e-111
ti:1566812376,14,571,ref|NC_072410.1|,41078821,41079378,2,2,99.284,555,559,571,0.0
ti:1560546960,14,417,ref|NC_072421.1|,57809216,57808812,0,1,99.753,404,405,417,0.0
ti:1585935165,12,790,ref|NC_072421.1|,46362847,46362071,3,3,99.103,773,780,794,0.0
ti:1590647977,5,103,ref|NC_072409.1|,120207241,120207144,0,1,98.990,98,99,106,1.56e-40
ti:1590729050,5,100,ref|NC_072409.1|,49106191,49106096,0,0,100.000,96,96,100,4.18e-41
ti:1590748867,5,107,ref|NC_072408.1|,64973715,64973817,0,0,100.000,103,103,109,8.65e-45
ti:1588148061,12,342,ref|NC_072405.1|,7613886,7614216,5,0,98.489,326,331,342,4.94e-159
