ti:1458360302,6,741,chrX,100260560,100259823,5,2,99.051,731,738,741,0.0
ti:1456632887,3,732,chrY,22085095,22085817,67,10,89.344,654,732,732,0.0
ti:1457577333,1,420,chrX,65443298,65442881,23,2,94.048,395,420,420,3.54e-178
ti:1465666839,7,452,chrX,123502318,123502763,1,0,99.776,445,446,452,0.0
ti:1466180628,394,696,chr16,21413627,21413920,37,8,84.211,256,304,697,1.01e-80
ti:1450366011,11,862,chrX,65989560,65990412,13,5,97.895,837,855,864,0.0
ti:1463906066,1,373,chr7,99140601,99140229,6,3,97.333,365,375,373,1.99e-173
ti:1458492629,1,619,chrX,81337651,81337036,4,3,98.869,612,619,619,0.0
ti:1449504602,1,723,chr10,102467536,102468256,6,3,98.619,714,724,725,0.0
ti:1458477190,5,709,chr7,117501392,117502094,8,6,98.020,693,707,709,0.0
ti:1465562090,1,764,chr2,96333689,96334451,9,6,97.656,750,768,764,0.0
ti:1466181373,5,439,chr16,70179586,70179152,7,0,98.391,428,435,441,0.0
ti:1459019145,2,263,chr7,76763215,76762947,8,3,92.989,252,271,263,2.73e-106
ti:1465797063,1,616,chr20,32253219,32253834,16,2,96.129,596,620,617,0.0
ti:1457110941,1,728,chr3,195633915,195634639,11,3,98.077,714,728,732,0.0
ti:1449518538,1,725,chr19,15226044,15225320,12,2,98.072,712,726,725,0.0
ti:1449283708,4,819,chr16,14439328,14440125,8,5,95.615,785,821,819,0.0
ti:1457107020,1,808,chrX,97217433,97216627,13,1,98.267,794,808,808,0.0
ti:1450791276,1,817,chr7,128780654,128781476,16,7,97.087,800,824,817,0.0
ti:1450365114,11,868,chrX,124464610,124463761,8,4,97.905,841,859,868,0.0
ti:1463682757,1,558,chr2,2665039,2665597,15,1,97.138,543,559,560,0.0
ti:1449370566,1,674,chrX,103427888,103428562,6,1,98.963,668,675,675,0.0
ti:1449499183,3,778,chr3,176922915,176923690,12,2,98.198,763,777,778,0.0
ti:1456971097,1,748,chr7,128644029,128644771,13,4,96.804,727,751,748,0.0
ti:1449500835,1,688,chrX,36252554,36253242,15,3,97.391,672,690,688,0.0
ti:1459663566,4,771,chr14,100539046,100538274,3,5,98.965,765,773,771,0.0
ti:1463711119,4,260,chrX,124557255,124556998,2,1,98.837,255,258,260,2.54e-122
ti:1466081479,1,101,chr2,233787095,233787195,20,0,80.198,81,101,103,4.64e-17
ti:1463704840,5,828,chr19,7995960,7996787,8,9,97.834,813,831,828,0.0
ti:1449371804,1,372,chrX,14352997,14353368,5,0,98.656,367,372,372,0.0
ti:1448258700,1,686,chrX,97030668,97029992,17,9,96.210,660,686,689,0.0
ti:1465562075,1,383,chr2,96327864,96327497,11,13,93.211,357,383,393,2.70e-148
ti:1456634625,12,702,chrX,87672462,87673153,14,1,97.832,677,692,702,0.0
ti:1458502623,1,798,chr7,119965779,119966571,14,11,96.879,776,801,798,0.0
ti:1449482947,1,368,chr7,87386286,87385918,9,1,97.290,359,369,368,7.86e-172
ti:1450780232,1,582,chr10,35153578,35154158,7,1,98.625,574,582,582,0.0
ti:1456116230,1,737,chrX,14499205,14499943,8,2,98.647,729,739,737,0.0
ti:1465562254,1,696,chr7,99203676,99204367,7,7,97.851,683,698,696,0.0
ti:1449290548,13,380,chr20,36510491,36510856,10,2,96.739,356,368,380,4.47e-168
ti:1458483102,1,306,chrX,62831715,62832023,13,4,93.569,291,311,307,1.92e-125
ti:1459673980,12,244,chr7,117504842,117504600,5,4,90.688,224,247,515,9.77e-87
ti:1449522344,1,755,chr2,209696102,209696850,27,5,95.629,722,755,755,0.0
ti:1463354671,45,652,chr12,111804800,111805396,8,8,96.875,589,608,652,0.0
ti:1449506580,1,670,chr14,77549676,77550354,8,7,95.481,655,686,670,0.0
ti:1465673740,1,315,chr20,32178462,32178146,8,3,95.611,305,319,315,2.99e-138
ti:1463908878,8,732,chr14,100621882,100622603,14,3,97.655,708,725,732,0.0
ti:1465552573,1,735,chr6_dbb_hap3,1933050,1932325,5,3,97.826,720,736,735,0.0
ti:1458488845,4,730,chr1,153535849,153536577,6,4,98.630,720,730,730,0.0
ti:1456979461,1,790,chr7,101997715,101996926,14,6,97.478,773,793,790,0.0
ti:1466082050,1,714,chrX,132737602,132738308,6,6,98.179,701,714,714,0.0
ti:1449286097,1,148,chr16,14449966,14450113,8,0,94.595,140,148,148,5.58e-58
ti:1449510209,5,767,chr19,8158787,8158018,12,7,97.276,750,771,767,0.0
ti:1456102738,1,68,chr7,126609175,126609242,3,0,95.588,65,68,788,7.75e-21
ti:1449517394,14,329,chr20,36734509,36734194,5,0,98.418,311,316,329,4.74e-151
ti:1466180708,1,732,chr16,74432777,74433506,17,2,97.404,713,732,732,0.0
ti:1465817703,389,455,chr1,236545054,236545115,8,5,80.597,54,67,785,0.003
ti:1457573562,1,82,chr7,86862805,86862887,2,1,96.386,80,83,147,3.88e-29
ti:1456978329,1,393,chr8,74148531,74148142,21,3,93.893,369,393,393,2.54e-164
ti:1465674063,1,828,chrX,26417238,26418064,10,4,97.954,814,831,828,0.0
ti:1450355630,1,336,chr17,1654892,1654557,7,0,97.917,329,336,338,4.75e-159
ti:1466087893,1,334,chr19,47602171,47602504,17,0,94.910,317,334,334,1.24e-144
ti:1450369862,1,675,chr17,1616534,1617202,10,6,97.630,659,675,675,0.0
ti:1449486735,1,792,chrX,146130586,146129798,16,4,97.352,772,793,792,0.0
ti:1449484146,1,724,chrX,96240560,96241272,12,19,95.742,697,728,724,0.0
ti:1465665396,13,753,chr20,32355729,32356467,11,2,98.246,728,741,755,0.0
ti:1458358848,94,800,chr4,3608549,3607835,51,6,88.583,644,727,800,0.0
ti:1449493261,1,839,chrX,145121639,145122484,13,7,97.636,826,846,839,0.0
ti:1465676610,1,808,chr2,209603553,209604337,32,18,90.598,742,819,808,0.0
ti:1458362800,1,390,chr3,195907643,195907252,8,1,97.449,382,392,390,0.0
ti:1459672986,1,529,chr10,109874585,109875114,8,1,98.302,521,530,529,0.0
ti:1457908185,3,827,chr7,151067540,151068381,12,9,96.556,813,842,827,0.0
ti:1448259895,65,115,chr11,120837708,120837660,7,2,82.353,42,51,807,0.040
ti:1457904193,6,812,chr7,13553806,13553004,8,3,98.513,795,807,812,0.0
ti:1449382836,1,794,chrX,84034683,84033895,11,5,97.985,778,794,794,0.0
ti:1449518018,8,600,chr20,36612206,36612797,4,1,99.157,588,593,600,0.0
ti:1463704696,6,416,chrX,93543501,93543910,4,1,98.783,406,411,416,0.0
ti:1449516297,1,784,chr5,176102716,176101940,12,9,95.828,758,791,784,0.0
ti:1456115045,1,793,chr7,15107456,15108246,15,4,97.607,775,794,793,0.0
ti:1456109744,1,630,chr7,127421037,127421664,8,4,97.785,618,632,630,0.0
ti:1449484657,1,630,chr7,77060751,77061369,12,11,96.349,607,630,630,0.0
ti:1458350486,1,342,chr1,156063779,156063437,20,1,93.878,322,343,342,1.49e-143
ti:1463901214,1,774,chrX,65932548,65931777,10,6,97.938,760,776,774,0.0
ti:1465821075,1,606,chrX,107241577,107240975,7,3,98.350,596,606,606,0.0
ti:1465803852,5,816,chrX,106226149,106226956,7,3,98.645,801,812,817,0.0
ti:1458349311,1,690,chr3,195910145,195910821,34,5,92.630,641,692,690,0.0
ti:1448256172,1,761,chrX,97399622,97398869,10,9,97.248,742,763,761,0.0
ti:1448255804,1,228,chrX,142737009,142736783,11,1,94.737,216,228,230,4.52e-94
ti:1463671678,1,425,chr9,130284193,130284616,7,1,98.118,417,425,425,0.0
ti:1458494430,17,802,chr7,116738099,116737304,17,10,95.381,764,801,802,0.0
ti:1449491397,1,780,chrX,36337304,36338075,5,7,97.826,765,782,780,0.0
ti:1463703267,1,730,chrX,108536194,108536922,8,1,98.767,721,730,730,0.0
ti:1458476508,1,729,chr7,117440502,117441228,6,7,98.087,718,732,737,0.0
ti:1449502759,1,789,chr17,51466992,51466195,22,7,94.894,762,803,789,0.0
ti:1458477148,1,748,chr7,117426739,117426010,9,17,96.390,721,748,755,0.0
ti:1458495725,1,722,chr7,102233331,102234046,10,6,97.784,706,722,724,0.0
ti:1463902658,1,857,chrX,81324498,81325355,14,5,97.791,841,860,857,0.0
ti:1449388472,6,782,chr17,71347622,71348396,12,4,97.943,762,778,782,0.0
ti:1457568683,1,614,chr16,14520715,14520105,9,1,98.046,602,614,614,0.0
ti:1463354014,3,829,chr12,111834846,111834016,2,4,99.278,825,831,829,0.0
ti:1448254741,1,466,chr7,27689836,27689372,10,4,96.795,453,468,466,0.0
ti:1456102280,15,819,chr7,11380353,11379545,10,3,98.025,794,810,819,0.0
ti:1449290708,1,714,chrX,142718399,142717687,4,1,99.300,709,714,714,0.0
ti:1458502498,1,273,chr12,111871294,111871567,3,6,93.594,263,281,273,1.52e-110
ti:1457896697,2,801,chrX,81302749,81301946,15,7,96.902,782,807,801,0.0
ti:1458664170,1,654,chr7,44005895,44005246,10,4,97.256,638,656,654,0.0
ti:1449480855,5,780,chr19,8148196,8147420,16,4,96.799,756,781,780,0.0
ti:1463672960,5,804,chrX,11449628,11450428,6,1,99.126,794,801,804,0.0
ti:1459668750,1,750,chrX,81299112,81298363,12,2,98.136,737,751,750,0.0
ti:1466093436,1,732,chrX,93891826,93892554,11,5,97.817,717,733,733,0.0
ti:1458355580,1,575,chr15,65025133,65024561,5,2,98.783,568,575,575,0.0
ti:1463355035,1,760,chr7,43691411,43690651,14,4,97.510,744,763,760,0.0
ti:1459677975,4,801,chrX,80781626,80780829,10,2,98.498,787,799,801,0.0
ti:1456625147,5,798,chr3,195189671,195190464,14,0,98.237,780,794,798,0.0
ti:1458661324,1,761,chr12,49430666,49429902,8,7,97.399,749,769,761,0.0
ti:1449376538,13,734,chr9,18712053,18711332,31,0,95.706,691,722,734,0.0
ti:1456625008,1,752,chr3,195281580,195280816,8,1,97.255,744,765,752,0.0
ti:1458482543,1,595,chr16,70003544,70004140,10,2,97.659,584,598,595,0.0
ti:1457114711,1,746,chr17,5125041,5125778,19,8,96.381,719,746,750,0.0
ti:1457894728,1,326,chr1,156037432,156037108,4,1,98.466,321,326,326,7.31e-156
ti:1450787164,1,382,chr3,195152712,195152331,9,0,97.644,373,382,383,0.0
ti:1457894773,1,711,chr7,70521907,70521203,19,8,96.208,685,712,711,0.0
ti:1465813291,1,645,chrX,139837169,139836522,9,3,98.148,636,648,645,0.0
ti:1457571147,1,748,chrX,97173775,97174524,11,4,98.003,736,751,748,0.0
ti:1449279623,1,844,chrX,50298172,50299019,9,6,98.233,834,849,844,0.0
ti:1457584406,1,777,chrX,100633910,100634666,13,21,95.501,743,778,777,0.0
ti:1449288677,1,438,chr19,8169822,8169378,9,1,96.404,429,445,438,0.0
ti:1459670899,1,798,chr1,83954920,83954117,13,5,97.637,785,804,798,0.0
ti:1456115063,7,809,chr7,15114439,15113635,7,2,98.882,796,805,809,0.0
ti:1449493650,1,253,chr3,176910513,176910764,6,2,96.457,245,254,253,4.07e-111
ti:1457570607,1,472,chr3,195898600,195898128,11,6,96.218,458,476,472,0.0
ti:1458355462,1,692,chr15,64976946,64977641,2,2,98.852,689,697,692,0.0
ti:1458351693,4,881,chr7,119150417,119151292,17,4,97.611,858,879,881,0.0
ti:1459685827,1,722,chrX,80713961,80714682,2,0,99.723,720,722,722,0.0
ti:1457576899,1,287,chr16,4343289,4343007,8,1,95.819,275,287,287,1.78e-125
ti:1463352984,7,696,chrX,104168357,104169056,21,8,95.014,667,702,696,0.0
ti:1457899319,10,835,chrX,80721849,80721032,13,4,97.219,804,827,835,0.0
