ti:211162143,1,715,ref|NC_072411.1|,10717849,10718564,0,1,99.860,715,716,715,0.0
ti:210974100,4,760,ref|NC_072403.1|,7542265,7543022,1,1,99.736,756,758,760,0.0
ti:211496485,1,757,ref|NC_072409.1|,128832731,128833487,1,0,99.868,756,757,759,0.0
ti:211541896,1,660,ref|NC_072411.1|,43396453,43397112,2,0,99.697,658,660,660,0.0
ti:210783109,4,737,ref|NC_072413.1|,41774443,41773709,4,1,99.320,730,735,737,0.0
ti:214197687,4,701,ref|NC_072409.1|,76256933,76257631,0,1,99.857,698,699,701,0.0
ti:214940415,1,597,ref|NC_072405.1|,40888544,40887948,2,0,99.665,595,597,597,0.0
ti:211241970,1,716,ref|NC_072408.1|,38555268,38554553,0,0,100.000,716,716,716,0.0
ti:214946148,4,702,ref|NC_072408.1|,122842398,122841700,7,0,98.999,692,699,702,0.0
ti:214921919,2,740,ref|NC_072402.1|,11635286,11636024,2,0,99.729,737,739,740,0.0
ti:214939807,1,736,ref|NC_072403.1|,159044345,159045080,4,0,99.457,732,736,736,0.0
ti:215026181,1,779,ref|NC_072410.1|,69429213,69428435,3,2,99.359,775,780,779,0.0
ti:210894416,1,751,ref|NC_072413.1|,76037571,76038321,1,2,99.601,749,752,751,0.0
ti:214965209,1,691,ref|NC_072410.1|,6790378,6791069,1,1,99.711,690,692,691,0.0
ti:210900863,1,810,ref|NC_072404.1|,100887791,100886981,4,3,98.893,804,813,810,0.0
ti:211126610,1,720,ref|NC_072404.1|,102185027,102185745,0,1,99.861,719,720,720,0.0
ti:214935223,4,729,ref|NC_072401.1|,150680226,150679501,3,2,99.312,722,727,730,0.0
ti:211503208,3,765,ref|NC_072406.1|,65117196,65116434,2,0,99.738,761,763,765,0.0
ti:211406995,5,722,ref|NC_072406.1|,67732885,67732168,3,0,99.582,715,718,722,0.0
ti:211256684,1,639,ref|NC_072413.1|,92159357,92159996,1,1,99.688,638,640,639,0.0
ti:211406393,1,750,ref|NC_072404.1|,96769394,96768645,2,0,99.733,748,750,750,0.0
ti:214825531,1,729,ref|NC_072401.1|,175508542,175507814,0,0,100.000,729,729,729,0.0
ti:210982107,1,550,ref|NC_072408.1|,49979539,49978989,3,1,99.274,547,551,550,0.0
ti:210896581,1,734,ref|NC_072404.1|,154009291,154010025,2,1,99.592,732,735,734,0.0
ti:210879379,1,710,ref|NC_072408.1|,114210123,114209413,1,1,99.719,709,711,710,0.0
ti:211269921,1,707,ref|NC_072402.1|,8069892,8070598,3,2,99.294,703,708,707,0.0
ti:210772044,1,716,ref|NC_072400.1|,134657685,134656970,1,0,99.860,715,716,716,0.0
ti:211267662,1,660,ref|NC_072398.1|,210779164,210779825,3,2,99.245,657,662,660,0.0
ti:211527621,1,660,ref|NC_072410.1|,134508819,134509479,2,1,99.546,658,661,660,0.0
ti:211489824,2,726,ref|NC_072401.1|,46818841,46819566,0,1,99.862,725,726,726,0.0
ti:211222700,1,732,ref|NC_072406.1|,141722418,141723149,1,0,99.863,731,732,732,0.0
ti:210977090,1,744,ref|NC_072400.1|,37985706,37984963,2,0,99.731,742,744,744,0.0
ti:211123036,2,717,ref|NC_072412.1|,49974313,49973598,1,2,99.582,714,717,717,0.0
ti:214938506,1,706,ref|NC_072400.1|,40673117,40673822,0,0,100.000,706,706,706,0.0
ti:211575694,1,778,ref|NC_072421.1|,132408085,132408862,0,0,100.000,778,778,778,0.0
ti:214950634,1,701,ref|NC_072399.1|,101902482,101903182,1,0,99.857,700,701,701,0.0
ti:214957743,2,672,ref|NC_072410.1|,113696886,113696216,0,0,100.000,671,671,672,0.0
ti:211140426,1,628,ref|NC_072399.1|,78872629,78872000,1,2,99.524,627,630,628,0.0
ti:211488672,2,689,ref|NC_072409.1|,91579122,91579807,7,1,98.692,679,688,689,0.0
ti:215029071,1,720,ref|NC_072420.1|,12704083,12704806,2,4,99.171,718,724,720,0.0
ti:211095421,2,731,ref|NC_072398.1|,156486141,156485411,1,1,99.726,729,731,731,0.0
ti:210899668,1,708,ref|NC_072412.1|,31993811,31994518,2,0,99.718,706,708,708,0.0
ti:210791357,4,738,ref|NC_072414.1|,84079518,84080252,3,0,99.592,732,735,738,0.0
ti:211166776,1,664,ref|NC_072403.1|,26038216,26037553,1,0,99.849,663,664,664,0.0
ti:211521916,1,633,ref|NC_072407.1|,112400447,112401079,2,0,99.684,631,633,633,0.0
ti:211095236,1,795,ref|NC_072418.1|,39640895,39641690,1,1,99.749,794,796,795,0.0
ti:210970762,1,732,ref|NC_072413.1|,9961961,9962692,1,0,99.863,731,732,732,0.0
ti:211079572,1,702,ref|NC_072404.1|,15085990,15086691,1,2,99.573,700,703,702,0.0
ti:211537316,6,748,ref|NC_072406.1|,155190093,155190835,0,0,100.000,743,743,748,0.0
ti:211137378,1,719,ref|NC_072402.1|,173567891,173568610,3,1,99.444,716,720,719,0.0
ti:211567976,4,703,ref|NC_072413.1|,23682376,23683077,3,2,99.288,697,702,703,0.0
ti:210888969,1,737,ref|NC_072407.1|,104347592,104346856,5,0,99.322,732,737,737,0.0
ti:210776619,1,728,ref|NC_072416.1|,65777294,65776567,1,0,99.863,727,728,728,0.0
ti:210890179,1,705,ref|NC_072399.1|,34141540,34140833,1,3,99.435,704,708,705,0.0
ti:211221536,1,416,ref|NC_072406.1|,43311561,43311976,15,0,96.394,401,416,416,0.0
ti:211023987,9,718,ref|NC_072415.1|,87897432,87896723,1,0,99.859,709,710,718,0.0
ti:211295853,1,691,ref|NC_072406.1|,101563956,101564647,2,1,99.566,689,692,691,0.0
ti:211425713,1,814,ref|NC_072406.1|,138426915,138426105,3,2,99.018,807,815,814,0.0
ti:214932420,6,558,ref|NC_072399.1|,89471218,89471758,63,8,84.436,472,559,559,1.12e-164
