ti:229526021,2,736,chrX,45476051,45476782,12,4,97.690,719,736,736,0.0
ti:229396203,1,751,chr5,61296529,61297279,18,6,96.817,730,754,751,0.0
ti:229116355,1,600,chr3,185657493,185656893,12,5,97.181,586,603,600,0.0
ti:228969262,1,709,chr2,224241864,224242572,15,0,97.884,694,709,709,0.0
ti:229431646,1,710,chr5,52380528,52379825,9,5,97.055,692,713,710,0.0
ti:229483476,4,685,chr7,134641582,134642260,5,2,98.536,673,683,685,0.0
ti:229158848,33,416,chr1,242151127,242150742,11,2,96.632,373,386,416,4.79e-176
ti:229253135,1,728,chrUn_gl000235,29952,29225,16,0,97.802,712,728,728,0.0
ti:229029612,1,746,chr8,100089346,100088597,8,3,98.400,738,750,746,0.0
ti:229069755,2,730,chr11,30647785,30647056,19,3,96.990,709,731,730,0.0
ti:229069156,1,683,chr8,28488774,28488097,5,1,98.536,673,683,683,0.0
ti:229225719,1,722,chr4,162620884,162620164,5,1,99.169,716,722,722,0.0
ti:229130738,70,848,chr11,21290923,21290136,14,1,97.081,765,788,848,0.0
ti:229539247,1,727,chr6,97615461,97616188,7,3,98.356,718,730,727,0.0
ti:229062261,1,658,chr6,151023299,151023963,14,3,96.547,643,666,658,0.0
ti:229386430,1,604,chr19,39626497,39627089,16,3,95.530,577,604,604,0.0
ti:229253659,1,671,chr12,57024626,57023955,11,1,98.214,660,672,671,0.0
ti:229499877,3,669,chr6,126261386,126260719,12,1,98.054,655,668,669,0.0
ti:229220404,1,712,chr5,108711730,108712436,11,3,96.648,692,716,712,0.0
ti:229177279,41,713,chr12,30342309,30342982,4,3,98.963,668,675,713,0.0
ti:229182448,2,595,chr21,37706558,37707155,5,2,98.164,588,599,599,0.0
ti:229282269,1,640,chr4,110135496,110134854,7,3,98.445,633,643,640,0.0
ti:229391306,3,719,chr8,39882752,39883470,14,4,97.500,702,720,719,0.0
ti:228974937,1,329,chr2,174840957,174841290,4,1,97.305,325,334,329,8.64e-155
ti:229196644,8,885,chr7,65607012,65607889,3,0,99.658,875,878,885,0.0
ti:229506438,1,390,chr11,117451561,117451950,2,0,99.487,388,390,390,0.0
ti:229380156,1,722,chr17_ctg5_hap1,599151,599866,8,2,97.787,707,723,722,0.0
ti:229388789,2,755,chr7,152923125,152922374,27,2,96.154,725,754,756,0.0
ti:229100938,2,754,chr15,56448271,56449023,7,2,98.806,745,754,754,0.0
ti:229166102,1,708,chr1,118230203,118229502,11,2,97.599,691,708,708,0.0
ti:229429202,1,578,chr5,79680832,79681428,5,5,95.326,571,599,578,0.0
ti:229031824,1,607,chr6,99621918,99622528,7,4,98.200,600,611,607,0.0
ti:229054860,1,742,chr12,62699546,62700288,5,1,99.192,737,743,742,0.0
ti:229034767,1,489,chr18,59137150,59137636,26,2,94.274,461,489,489,0.0
ti:229281833,1,705,chr2,101144073,101143369,6,0,99.149,699,705,705,0.0
ti:229117744,2,671,chr2,70041490,70042179,12,5,95.362,658,690,671,0.0
ti:229373168,1,687,chr9,96563225,96563911,10,0,98.544,677,687,687,0.0
ti:229069454,1,709,chr4,162518695,162519406,17,4,96.639,690,714,709,0.0
ti:229108404,1,752,chr10,112021296,112020548,8,7,97.487,737,756,752,0.0
ti:228980083,1,771,chr14,73337282,73336513,13,1,98.184,757,771,771,0.0
ti:229271422,1,718,chr4,96820947,96820236,7,3,98.189,705,718,718,0.0
ti:229060964,1,644,chr9,122278798,122278155,48,0,92.547,596,644,691,0.0
ti:229524187,1,656,chr4,3631779,3632437,16,1,97.117,640,659,656,0.0
ti:229014551,1,707,chr4,119236081,119235375,11,4,97.328,692,711,707,0.0
ti:229058200,1,726,chr14,44853423,44852695,5,3,98.903,721,729,726,0.0
ti:229476068,1,621,chr2,63244627,63244007,5,0,99.195,616,621,621,0.0
ti:228988952,2,694,chr12,17383704,17384394,14,4,96.839,674,696,694,0.0
ti:229505382,1,655,chr9,130598343,130597687,7,2,98.630,648,657,655,0.0
ti:229088095,1,308,chr1,51673133,51672826,14,2,94.822,293,309,417,3.57e-131
ti:228998741,1,725,chr4,120828165,120827441,9,2,98.485,715,726,725,0.0
ti:229386134,1,763,chr13,47997753,47996991,13,0,98.296,750,763,763,0.0
ti:229146952,1,553,chr17,17193011,17193563,6,0,98.915,547,553,554,0.0
ti:229394529,1,691,chr7,48845040,48845733,20,6,96.121,669,696,691,0.0
ti:229022981,2,703,chrX,69821276,69820564,19,4,95.792,683,713,703,0.0
ti:229411244,2,727,chr17,27648958,27649685,14,2,97.802,712,728,727,0.0
ti:229190469,12,888,chr6,47190113,47190988,4,3,99.203,871,878,888,0.0
ti:229265046,1,648,chr10,24013657,24013010,11,2,97.997,636,649,648,0.0
ti:229109623,11,632,chr3,15897317,15897937,10,1,98.232,611,622,632,0.0
ti:229039903,5,739,chr12,66635464,66634724,2,6,98.920,733,741,739,0.0
ti:229377522,1,706,chr3,166696600,166697307,3,1,99.294,703,708,706,0.0
ti:229380884,1,720,chr4,29172076,29171357,9,0,98.750,711,720,720,0.0
ti:229534739,2,657,chr12,49828395,49829045,11,4,96.960,638,658,657,0.0
ti:229115669,1,695,chr4,41470708,41471403,14,1,97.845,681,696,695,0.0
ti:229485063,1,663,chr6,161847448,161846786,15,2,97.440,647,664,663,0.0
ti:228983179,4,753,chr17,20112997,20113747,12,1,98.269,738,751,754,0.0
ti:228972785,1,743,chr9,18846663,18847406,4,3,99.060,738,745,743,0.0
ti:229276911,1,726,chr17_gl000206_random,1608,884,10,3,97.940,713,728,726,0.0
ti:229217905,1,563,chr9,20322317,20322877,26,1,95.027,535,563,563,0.0
ti:229181300,1,340,chr7,17538876,17538537,5,0,98.529,335,340,341,7.46e-164
ti:229481428,1,718,chr14,104069563,104068839,16,6,94.945,695,732,718,0.0
ti:229442582,4,670,chr9,24523764,24523096,18,2,97.010,649,669,670,0.0
ti:229401637,2,705,chr7,56036417,56035713,10,3,98.159,693,706,705,0.0
ti:229467747,2,725,chr4,123478448,123477724,8,3,98.485,715,726,729,0.0
ti:229497576,1,704,chr12,123549806,123550510,10,1,98.440,694,705,704,0.0
ti:229527835,129,683,chr1,111902344,111902899,50,1,90.827,505,556,683,0.0
ti:229072844,1,713,chr3,107754724,107754011,15,3,97.483,697,715,713,0.0
ti:228966821,5,737,chr7,158110717,158109986,13,1,98.090,719,733,737,0.0
ti:229538921,1,645,chr2,143806077,143805448,10,3,95.820,619,646,645,0.0
ti:228996908,2,670,chr2,220330555,220329887,26,0,96.114,643,669,670,0.0
ti:229074329,1,727,chr12,103123277,103124002,7,1,98.900,719,727,727,0.0
ti:229102334,1,673,chr18,30698894,30698224,10,2,97.923,660,674,673,0.0
ti:229158917,1,717,chr16,86097919,86098637,27,2,95.967,690,719,717,0.0
ti:229523127,1,766,chr3,33120574,33121343,7,1,98.571,759,770,766,0.0
ti:229271305,5,667,chr14,57039272,57038635,10,4,94.428,627,664,667,0.0
ti:229000410,1,763,chr10,16458606,16457843,12,3,98.039,750,765,763,0.0
ti:229037986,1,766,chr8,118737163,118736398,14,6,97.399,749,769,766,0.0
ti:229466368,1,718,chr4,129342350,129343068,10,1,98.470,708,719,718,0.0
ti:229130898,1,691,chr10,31323309,31322619,10,0,98.553,681,691,691,0.0
ti:228998541,5,672,chr2,123187468,123186801,16,0,97.605,652,668,672,0.0
ti:229518266,2,716,chr6,136085024,136084309,14,1,97.905,701,716,716,0.0
ti:229059930,1,670,chr4,127701751,127702420,10,2,98.212,659,671,670,0.0
ti:229143589,1,650,chr16,49019562,49020213,9,2,98.313,641,652,650,0.0
ti:229118230,250,295,chr7,33692425,33692469,6,1,84.783,39,46,529,0.002
ti:229475871,1,766,chr12,3375920,3375155,11,2,98.305,754,767,766,0.0
ti:229067694,1,715,chr10,64724004,64723291,6,1,99.021,708,715,715,0.0
ti:229077603,1,725,chr5,148393386,148394105,5,2,98.621,715,725,725,0.0
ti:229065224,1,716,chr14,106502101,106501384,11,4,97.914,704,719,716,0.0
ti:229017729,1,735,chr11,95185104,95185838,16,0,97.823,719,735,735,0.0
ti:229020959,1,753,chr5,81603700,81602949,4,1,99.336,748,753,753,0.0
ti:229001547,1,706,chr10,109150936,109151642,9,1,98.586,697,707,706,0.0
