ti:1271233024,50,820,ref|NC_072404.1|,71269953,71269182,1,3,99.483,769,773,821,0.0
ti:1271217349,10,784,ref|NC_072413.1|,13668036,13668809,0,2,99.613,773,776,784,0.0
ti:1262139436,14,814,ref|NC_072405.1|,68109687,68108890,1,3,99.501,797,801,814,0.0
ti:1277668213,1,770,ref|NC_072419.1|,31462582,31461811,2,4,99.224,767,773,770,0.0
ti:1276883336,1,652,ref|NC_072399.1|,90703560,90704211,5,2,98.928,646,653,652,0.0
ti:1266485230,1,840,ref|NC_072402.1|,120554695,120555536,2,2,99.525,838,842,840,0.0
ti:1267514000,1,799,ref|NC_072407.1|,109372583,109371785,3,0,99.625,796,799,801,0.0
ti:1276894827,1,779,ref|NC_072404.1|,74054601,74053823,1,0,99.872,778,779,779,0.0
ti:1268701704,4,577,ref|NC_072421.1|,77728715,77728141,3,5,98.614,569,577,577,0.0
ti:1273729552,7,738,ref|NC_072418.1|,41748200,41747471,1,4,99.318,728,733,785,0.0
ti:1273714259,1,739,ref|NC_072419.1|,31711356,31712098,0,4,99.462,739,743,739,0.0
ti:1258782478,473,539,ref|NC_072398.1|,218538616,218538553,11,3,79.104,53,67,607,0.003
ti:1273728896,13,693,ref|NC_072422.1|,31777841,31778522,4,1,99.267,677,682,693,0.0
ti:1268748022,1,637,ref|NC_072405.1|,59604988,59604355,10,3,97.959,624,637,640,0.0
ti:1283511130,6,829,ref|NC_072402.1|,133341354,133340529,2,2,99.516,822,826,829,0.0
ti:1269366149,1,772,ref|NC_072413.1|,13716148,13716921,1,2,99.612,771,774,772,0.0
ti:1290395851,9,794,ref|NC_072415.1|,33755150,33755936,1,1,99.746,785,787,794,0.0
ti:1277670275,13,805,ref|NC_072415.1|,52939382,52940177,4,3,99.121,789,796,805,0.0
ti:1299345627,1,377,ref|NC_072413.1|,37025411,37025795,0,2,97.922,377,385,377,0.0
ti:1269376321,1,780,ref|NC_072406.1|,132727843,132727062,2,2,99.488,778,782,780,0.0
ti:1269377893,4,824,ref|NC_072402.1|,120501756,120502582,0,5,99.274,821,827,824,0.0
ti:1283506419,14,812,ref|NC_072405.1|,59511676,59510879,3,1,99.499,795,799,812,0.0
ti:1293028703,13,392,ref|NC_072422.1|,13437206,13437585,1,0,99.737,379,380,392,0.0
ti:1276885271,1,512,ref|NC_072419.1|,31244515,31244004,21,0,95.898,491,512,512,0.0
ti:1278491561,3,556,ref|NC_072405.1|,164193148,164193701,1,0,99.819,553,554,556,0.0
ti:1273673108,1,216,ref|NC_072421.1|,32543184,32543399,6,0,97.222,210,216,216,9.20e-97
ti:1273996796,1,465,ref|NC_072421.1|,36068755,36069222,4,3,98.504,461,468,465,0.0
ti:1268704120,1,706,ref|NC_072421.1|,77590264,77589559,27,0,96.176,679,706,725,0.0
ti:1277674722,1,289,ref|NC_072422.1|,16101801,16101513,2,0,99.308,287,289,289,5.94e-141
ti:1258770021,1,797,ref|NC_072405.1|,164123239,164124036,3,1,99.499,794,798,797,0.0
ti:1257514728,2,225,ref|NC_072405.1|,79375488,79375712,2,1,98.667,222,225,225,9.38e-105
ti:1273726460,1,597,ref|NC_072398.1|,225235958,225236556,13,3,96.839,582,601,597,0.0
ti:1272053126,1,947,ref|NC_072421.1|,32747945,32748891,3,2,99.473,943,948,947,0.0
ti:1293025832,1,688,ref|NC_072399.1|,94094479,94093796,2,4,99.128,682,688,688,0.0
ti:1268745387,1,661,ref|NC_072398.1|,204790024,204789362,0,2,99.698,661,663,663,0.0
ti:1266484616,1,757,ref|NC_072415.1|,52517146,52517902,0,0,100.000,757,757,757,0.0
ti:1271218836,1,852,ref|NC_072399.1|,91297323,91298173,2,1,99.648,849,852,852,0.0
ti:1278519459,7,743,ref|NC_072414.1|,18664598,18665342,1,6,98.792,736,745,743,0.0
ti:1263489184,3,843,ref|NC_072405.1|,64850559,64851399,2,0,99.762,839,841,843,0.0
