ti:258226717,3,677,ref|NC_072404.1|,20370233,20369558,6,3,98.671,668,677,677,0.0
ti:257691653,77,641,ref|NC_072418.1|,61620817,61620253,7,0,98.761,558,565,642,0.0
ti:258107001,13,716,ref|NC_072410.1|,122585545,122584842,2,0,99.716,702,704,716,0.0
ti:257785099,13,650,ref|NC_072414.1|,14758915,14758278,18,0,97.179,620,638,650,0.0
ti:258218261,1,650,ref|NC_072415.1|,62437538,62438187,3,0,99.538,647,650,650,0.0
ti:262087706,84,852,ref|NC_072403.1|,18830071,18829303,1,0,99.870,768,769,852,0.0
ti:258183935,1,263,ref|NC_072413.1|,26108657,26108919,7,0,97.338,256,263,263,3.63e-120
ti:257726260,20,589,ref|NC_072404.1|,162464683,162465252,0,0,100.000,570,570,589,0.0
ti:258275485,4,684,ref|NC_072399.1|,108863192,108862516,1,2,98.974,675,682,684,0.0
ti:257796460,1,470,ref|NC_072400.1|,91782781,91782312,4,0,99.149,466,470,470,0.0
ti:258225644,12,664,ref|NC_072402.1|,43123148,43122495,2,1,99.541,651,654,664,0.0
ti:257748173,1,462,ref|NC_072404.1|,169812797,169813259,16,1,96.328,446,463,462,0.0
ti:258193007,6,613,ref|NC_072398.1|,8295301,8295907,1,1,99.671,606,608,613,0.0
ti:257758676,31,698,ref|NC_072404.1|,174539331,174539998,5,0,99.251,663,668,698,0.0
ti:258283563,14,711,ref|NC_072409.1|,94766337,94767034,3,0,99.570,695,698,711,0.0
ti:258316218,1,572,ref|NC_072398.1|,89055662,89056234,12,1,97.731,560,573,572,0.0
ti:261426304,1,862,ref|NC_072403.1|,76429236,76428374,2,3,99.421,859,864,862,0.0
ti:257816340,16,687,ref|NC_072409.1|,81939138,81939813,6,3,98.227,665,677,694,0.0
ti:258180210,1,522,ref|NC_072409.1|,128788028,128787507,5,0,99.042,517,522,522,0.0
ti:262074542,1,394,ref|NC_072416.1|,62471544,62471937,18,0,95.431,376,394,394,1.59e-175
ti:258115964,1,659,ref|NC_072398.1|,20159275,20158615,1,2,99.546,658,661,659,0.0
