ti:372713268,46,968,ref|NC_072412.1|,30909058,30908131,4,6,98.816,918,929,968,0.0
ti:373112758,1,576,ref|NC_072401.1|,29042240,29041665,26,0,95.486,550,576,576,0.0
ti:369242775,8,859,ref|NC_072404.1|,60218278,60217428,0,3,99.648,850,853,859,0.0
ti:371416857,12,990,ref|NC_072402.1|,61068122,61067139,5,5,98.984,974,984,990,0.0
ti:369249002,51,933,ref|NC_072421.1|,83767783,83766902,4,1,99.434,878,883,933,0.0
ti:371849879,42,923,ref|NC_072416.1|,939708,940589,10,4,98.416,870,884,931,0.0
ti:372649073,59,453,ref|NC_072417.1|,5222733,5223127,16,0,95.949,379,395,470,1.20e-178
ti:373335196,9,927,ref|NC_072412.1|,91489621,91488698,4,7,98.811,914,925,930,0.0
ti:373896366,67,892,ref|NC_072411.1|,46684430,46683604,7,1,99.033,819,827,892,0.0
ti:373135419,14,410,ref|NC_072401.1|,45851821,45852217,9,0,97.733,388,397,534,0.0
ti:373908989,14,929,ref|NC_072406.1|,44934756,44935673,1,2,99.673,915,918,929,0.0
ti:372736106,29,683,ref|NC_072405.1|,117654634,117655288,2,0,99.695,653,655,683,0.0
ti:372557315,46,381,ref|NC_072407.1|,69087568,69087903,24,0,92.857,312,336,396,1.58e-136
ti:369976437,47,883,ref|NC_072419.1|,16311758,16310916,5,8,98.460,831,844,883,0.0
ti:371585769,58,658,ref|NC_072401.1|,181327637,181327040,33,2,93.688,564,602,658,0.0
ti:372668647,13,963,ref|NC_072418.1|,58801183,58800229,22,6,97.071,928,956,963,0.0
ti:372460114,14,1069,ref|NC_072409.1|,2856022,2857079,9,2,98.960,1047,1058,1069,0.0
ti:371855142,57,943,ref|NC_072417.1|,26887980,26887095,2,1,99.662,884,887,943,0.0
ti:369488464,14,657,ref|NC_072401.1|,60692174,60691531,3,0,99.534,641,644,657,0.0
ti:372666926,1,977,ref|NC_072412.1|,66396621,66397598,3,3,99.387,973,979,977,0.0
ti:370101261,58,964,ref|NC_072404.1|,41955039,41954133,0,0,100.000,907,907,964,0.0
ti:371415893,3,1039,ref|NC_072403.1|,40812783,40813834,6,10,97.816,1030,1053,1039,0.0
ti:372673229,52,721,ref|NC_072417.1|,52403016,52403679,35,12,93.016,626,673,742,0.0
ti:369999312,51,628,ref|NC_072404.1|,150452374,150452951,39,0,93.253,539,578,628,0.0
ti:372669513,13,573,ref|NC_072415.1|,30366594,30367159,11,3,97.173,550,566,573,0.0
ti:370115852,43,936,ref|NC_072398.1|,156400194,156401087,1,0,99.888,893,894,936,0.0
ti:371414867,14,936,ref|NC_072404.1|,32293953,32294875,0,0,100.000,923,923,936,0.0
ti:373906660,58,1034,ref|NC_072411.1|,72266286,72267262,0,2,99.796,976,978,1034,0.0
ti:371793052,7,855,ref|NC_072417.1|,8992469,8991620,4,3,98.944,843,852,855,0.0
ti:373336308,54,947,ref|NC_072405.1|,12447099,12446206,3,0,99.664,891,894,947,0.0
ti:373149237,13,1011,ref|NC_072401.1|,134241962,134240959,1,5,99.402,998,1004,1011,0.0
ti:372784030,50,937,ref|NC_072401.1|,23685715,23684827,4,1,99.438,884,889,937,0.0
ti:372732629,29,655,ref|NC_072422.1|,11473469,11472843,1,0,99.841,626,627,655,0.0
ti:373136964,53,711,ref|NC_072403.1|,175408497,175407838,4,1,99.242,655,660,711,0.0
ti:371795689,58,988,ref|NC_072402.1|,163292467,163293395,5,8,98.396,920,935,988,0.0
ti:370101013,57,377,ref|NC_072408.1|,37985261,37985573,7,2,95.327,306,321,378,1.10e-138
ti:370111050,6,933,ref|NC_072410.1|,27915947,27916875,1,1,99.785,927,929,933,0.0
ti:372732704,17,144,ref|NC_072405.1|,114745230,114745103,1,0,99.219,127,128,272,4.77e-56
ti:371787356,58,1018,ref|NC_072416.1|,16140145,16139182,6,3,99.066,955,964,1018,0.0
ti:369257853,58,980,ref|NC_072405.1|,138046941,138046019,0,0,100.000,923,923,980,0.0
ti:370100581,55,948,ref|NC_072406.1|,82475742,82476637,1,2,99.665,893,896,948,0.0
ti:373154730,58,940,ref|NC_072398.1|,96865132,96864245,7,7,98.425,875,889,940,0.0
ti:370102492,7,387,ref|NC_072412.1|,8907670,8908053,9,3,96.875,372,384,389,1.57e-175
ti:371843315,16,220,ref|NC_072405.1|,99855088,99855291,5,5,95.169,197,207,220,2.49e-82
ti:369983234,16,607,ref|NC_072413.1|,21918049,21918640,69,6,86.144,516,599,610,0.0
ti:371799630,58,986,ref|NC_072403.1|,120221011,120220082,1,1,99.785,928,930,986,0.0
ti:373340959,58,1025,ref|NC_072404.1|,58226300,58227278,3,9,98.570,965,979,1025,0.0
ti:373409955,13,1055,ref|NC_072398.1|,75378292,75379336,2,4,99.426,1040,1046,1055,0.0
ti:370098853,59,657,ref|NC_072410.1|,73072351,73071752,6,1,98.833,593,600,657,0.0
ti:372447932,14,951,ref|NC_072401.1|,116475635,116476574,4,2,99.362,934,940,951,0.0
ti:373145305,14,1019,ref|NC_072410.1|,42595084,42594074,3,5,99.209,1003,1011,1019,0.0
ti:372680080,54,695,ref|NC_072408.1|,37928166,37927533,10,1,97.196,624,642,695,0.0
ti:373403251,112,166,ref|NC_072406.1|,102633489,102633544,6,3,81.034,47,58,984,0.015
ti:369219611,57,904,ref|NC_072417.1|,62374902,62375750,5,1,99.293,843,849,904,0.0
ti:369503340,57,916,ref|NC_072412.1|,91548142,91549004,2,3,99.421,858,863,923,0.0
ti:371865767,46,978,ref|NC_072398.1|,130979443,130978516,80,4,90.685,847,934,978,0.0
ti:373411249,13,779,ref|NC_072398.1|,205512117,205511351,7,0,99.087,760,767,779,0.0
ti:370118221,58,902,ref|NC_072415.1|,5415595,5416443,58,4,92.697,787,849,902,0.0
ti:372449129,51,780,ref|NC_072409.1|,112232326,112231596,4,1,99.316,726,731,780,0.0
ti:372445252,1,960,ref|NC_072412.1|,64189337,64190282,6,18,97.505,938,962,960,0.0
ti:372570125,53,726,ref|NC_072398.1|,32752110,32751437,3,0,99.555,671,674,726,0.0
ti:369496942,8,958,ref|NC_072409.1|,115481050,115480095,0,5,99.477,951,956,958,0.0
ti:371843397,14,606,ref|NC_072410.1|,97850791,97851383,2,0,99.663,591,593,606,0.0
ti:372730850,30,668,ref|NC_072422.1|,11331648,11331010,0,0,100.000,639,639,668,0.0
ti:373145650,11,1010,ref|NC_072398.1|,59498899,59497901,0,1,99.900,999,1000,1010,0.0
ti:371851672,58,581,ref|NC_072406.1|,54679735,54679212,1,0,99.809,523,524,583,0.0
ti:369499545,55,1047,ref|NC_072406.1|,97731296,97732289,3,1,99.598,990,994,1047,0.0
ti:369259107,48,929,ref|NC_072401.1|,155439878,155440753,4,5,98.866,872,882,929,0.0
ti:372450551,11,957,ref|NC_072405.1|,37828044,37828990,2,2,99.578,944,948,957,0.0
ti:369243210,58,1061,ref|NC_072400.1|,65746231,65745226,1,2,99.702,1003,1006,1061,0.0
ti:370113666,4,1011,ref|NC_072403.1|,116888524,116889530,3,1,99.603,1004,1008,1011,0.0
ti:371862563,52,967,ref|NC_072401.1|,23984240,23983324,2,1,99.673,914,917,967,0.0
ti:373349143,57,895,ref|NC_072410.1|,8904666,8905506,1,2,99.643,838,841,895,0.0
